Index	A1	A2	A3	A4	A5	A6	A7	A8	B1	B2	B3	B4	B5	B6	B7	B8	C1	C2	C3	C4	C5	C6	C7	C8
MEDN1692	765000	1060000	1020000	1240000	1170000	1050000	1280000	1190000	1350000	1220000	1270000	1460000	1400000	1500000	1250000	1700000	1660000	1740000	1850000	1500000	1700000	1730000	1820000	1800000
MEDN1712	125000	180000	143000	127000	117000	168000	172000	109000	122000	205000	104000	162000	184000	163000	196000	161000	224000	187000	146000	183000	177000	151000	163000	212000
MEDP0020	10100000	1860000	1580000	11600000	3720000	492000	15100000	1720000	1930000	2690000	2890000	2350000	2680000	543000	9	5460000	254000	250000	278000	2500000	1690000	9930000	8910000	215000
MEDP0037	55600	56700	28200	59100	72200	41000	27400	55600	51400	56000	80700	56100	32800	28600	30600	64300	24300	50400	43900	48900	34300	36900	20700	42700
MEDP0053	675000	1090000	1120000	834000	1270000	1080000	990000	851000	990000	1040000	500000	1430000	841000	743000	792000	730000	1100000	813000	906000	692000	763000	665000	542000	1360000
MEDP0087	860000	728000	874000	606000	727000	620000	693000	978000	753000	570000	808000	602000	378000	409000	421000	469000	389000	319000	459000	319000	504000	368000	438000	533000
MEDP0100	216000	325000	360000	525000	351000	331000	415000	220000	265000	326000	93100	368000	376000	491000	434000	648000	543000	443000	444000	529000	371000	509000	336000	662000
MEDP0101	8740000	2730000	2940000	7910000	5430000	731000	10400000	2180000	2700000	4820000	4650000	3810000	2730000	566000	226000	4700000	325000	268000	354000	2570000	1980000	6910000	6550000	355000
MEDP0107	1250000	1690000	2720000	1170000	2380000	2430000	1000000	1600000	1940000	2670000	2010000	2510000	1290000	1740000	1590000	1540000	1560000	2030000	1740000	797000	1830000	784000	800000	2990000
MEDP0110	527000	567000	469000	587000	579000	658000	508000	599000	554000	546000	477000	458000	595000	496000	500000	449000	626000	518000	534000	521000	553000	502000	536000	559000
MEDP0115	8800000	4930000	7190000	8010000	5710000	5960000	3710000	6960000	6500000	4730000	9650000	8320000	4790000	6570000	2350000	3780000	3240000	3180000	3770000	8990000	5670000	3320000	8160000	5860000
MEDP0147	10500000	10100000	13000000	5590000	10600000	9590000	11200000	9440000	11700000	10400000	9210000	9800000	19500000	21600000	16300000	12200000	13800000	15800000	13900000	21800000	16500000	13900000	20800000	10300000
MEDP0176	178000	140000	186000	121000	330000	1530000	252000	133000	80100	536000	231000	261000	88300	96300	130000	331000	135000	180000	164000	127000	203000	96300	98600	218000
MEDP0212	186000	133000	242000	189000	174000	116000	64200	146000	300000	161000	150000	108000	324000	173000	163000	207000	122000	246000	256000	136000	210000	235000	225000	147000
MEDP0214	75200	52600	76400	69800	74200	17000	76900	40400	48300	85100	65600	38000	21000	18100	26100	46100	13600	18800	22000	32600	24100	53300	51400	13600
MEDP0242	398000	756000	681000	1130000	494000	141000	393000	688000	356000	312000	254000	266000	418000	160000	145000	213000	127000	127000	126000	397000	124000	189000	140000	116000
MEDP0244	358000	367000	391000	561000	602000	797000	630000	483000	473000	752000	1650000	842000	317000	267000	319000	500000	217000	400000	221000	246000	149000	160000	171000	279000
MEDP0248	343000	144000	253000	254000	211000	183000	154000	210000	189000	322000	376000	179000	219000	216000	148000	141000	234000	185000	149000	130000	173000	232000	199000	237000
MEDP0275	6790000	3670000	4300000	6400000	5740000	2080000	7530000	4090000	4190000	6140000	6590000	5440000	2500000	701000	269000	5000000	482000	478000	395000	2360000	2120000	4670000	4450000	366000
MEDP0276	585000	1340000	1970000	548000	1640000	1450000	459000	1230000	1790000	1490000	1130000	1650000	518000	1260000	900000	870000	1140000	1120000	1010000	364000	1040000	302000	451000	2240000
MEDP0277	4100000	6900000	9770000	3560000	7250000	6050000	2880000	6990000	7250000	9700000	8020000	8710000	3080000	2600000	1870000	5680000	2540000	2530000	2280000	2150000	5400000	2350000	2690000	4270000
MEDP0281	30300	21700	28300	36100	28700	29100	24700	21800	21200	22500	29500	42200	33200	33000	32600	36200	37500	35000	26600	28500	32700	35500	39200	32700
MEDP0290	435000	284000	477000	461000	198000	223000	260000	163000	196000	185000	150000	209000	151000	235000	207000	169000	234000	249000	250000	189000	173000	165000	236000	245000
MEDP0326	3080000	971000	953000	1390000	1790000	1070000	2880000	1930000	1170000	2370000	1260000	1350000	1590000	609000	610000	1840000	650000	473000	732000	1470000	1140000	1770000	1650000	543000
MEDP0336	8270000	6630000	6830000	11600000	7100000	3540000	8790000	10400000	7990000	7990000	11700000	8200000	8470000	5360000	2900000	5420000	2640000	6800000	4140000	6850000	4050000	4340000	4550000	4750000
MEDP0338	127000000	132000000	235000000	231000000	183000000	134000000	173000000	301000000	184000000	252000000	311000000	257000000	213000000	60000000	96800000	162000000	102000000	88100000	121000000	118000000	102000000	105000000	79100000	44800000
MEDP0361	52600000	51000000	53700000	35400000	52700000	75600000	41400000	54700000	50600000	80900000	67600000	67700000	54400000	51500000	62500000	52700000	53900000	57600000	63900000	31900000	55000000	23700000	32400000	75000000
MEDP0368	3930000	3750000	5040000	3710000	4850000	4490000	4290000	4540000	3940000	3810000	4140000	3310000	4620000	3960000	3870000	3140000	4920000	4080000	4460000	3850000	4810000	2840000	4650000	4120000
MEDP0372	169000	240000	188000	145000	208000	201000	268000	175000	230000	211000	249000	109000	253000	577000	251000	283000	361000	282000	585000	279000	182000	181000	325000	422000
MEDP0380	1330000	87000	307000	391000	110000	204000	56300	411000	266000	465000	1560000	1630000	62000	104000	60300	103000	57500	53900	107000	128000	261000	55500	431000	100000
MEDP0384	7520000	203000	2370000	2430000	1770000	279000	148000	989000	1120000	2450000	2930000	9890000	2080000	2920000	561000	1940000	3350000	1860000	2190000	3720000	2110000	1190000	6230000	11100000
MEDP0389	149000000	195000000	145000000	259000000	235000000	204000000	204000000	185000000	182000000	166000000	143000000	240000000	193000000	207000000	156000000	257000000	195000000	200000000	198000000	216000000	172000000	175000000	204000000	181000000
MEDP0401	3510000	3240000	3000000	2970000	2300000	4080000	2080000	3340000	2390000	5040000	3200000	3430000	1370000	1200000	2060000	1110000	1280000	1240000	1660000	1110000	1780000	1620000	2080000	2100000
MEDP0426	228000	161000	344000	116000	500000	561000	149000	297000	193000	658000	276000	587000	85600	170000	251000	177000	261000	246000	152000	29200	250000	55300	78800	453000
MEDP0428	1650000	1300000	1490000	1820000	1470000	2020000	1840000	4160000	1520000	2240000	2620000	1930000	3750000	1370000	1910000	1180000	1810000	1980000	2650000	1530000	1270000	1460000	1270000	1760000
MEDP0431	887000	440000	400000	890000	674000	229000	1100000	447000	467000	578000	536000	424000	422000	272000	199000	608000	197000	195000	250000	451000	318000	746000	659000	172000
MEDP0434	24400000	34100000	60700000	60800000	55000000	34600000	35800000	76800000	55500000	73000000	88600000	69500000	49200000	10200000	17200000	43500000	23900000	20200000	21600000	24700000	22900000	22700000	14500000	8350000
MEDP0437	132000	40900	221000	122000	134000	89800	98600	85200	102000	182000	184000	279000	92200	70400	50900	118000	62800	115000	49300	91700	120000	105000	112000	116000
MEDP0453	8470000	6050000	6790000	7790000	8270000	5470000	9230000	6750000	7150000	9280000	9300000	8350000	4280000	3100000	2720000	6530000	2880000	2710000	2470000	3470000	4210000	5310000	5370000	3530000
MEDP0454	381000	805000	1130000	354000	980000	919000	318000	882000	1030000	891000	770000	1020000	378000	734000	686000	586000	732000	748000	709000	305000	633000	276000	352000	1320000
MEDP0456	31000000	24800000	30700000	25600000	35100000	35200000	30700000	27300000	28400000	40200000	31000000	32400000	23200000	21100000	21900000	32800000	21100000	23100000	24800000	16700000	28500000	21000000	24800000	30700000
MEDP0494	13600000	11500000	18600000	17200000	13000000	11600000	14500000	27900000	18100000	21600000	33900000	22100000	17700000	9970000	10100000	12900000	9560000	8810000	12900000	11000000	11400000	11100000	10600000	9340000
MEDP0495	22400000	13000000	19900000	29300000	17600000	10300000	16200000	31700000	25900000	26800000	42500000	17900000	34300000	16800000	36300000	32400000	30600000	21800000	36400000	64300000	33300000	26100000	13800000	11500000
MEDP0507	8740000	2730000	2940000	7910000	5430000	731000	10400000	2180000	2700000	4820000	4650000	3810000	2730000	566000	226000	4700000	325000	268000	354000	2570000	1980000	6910000	6550000	355000
MEDP0513	727000	634000	540000	724000	635000	646000	608000	605000	548000	625000	666000	553000	632000	592000	634000	585000	547000	597000	570000	842000	598000	590000	625000	537000
MEDP0518	5920000	5820000	7090000	4670000	5590000	4930000	8170000	5470000	5910000	8040000	4990000	6000000	3960000	4240000	4310000	4120000	4120000	5240000	6810000	5270000	4460000	6180000	4540000	5800000
MEDP0528	574000	979000	18000000	284000	20500000	804000	272000	638000	4300000	1180000	5100000	2270000	443000	9630000	16100000	178000	9330000	19200000	17900000	590000	1470000	2360000	1430000	31000000
MEDP0529	3750000	2330000	2610000	2220000	3260000	3020000	3530000	2860000	2710000	3800000	2240000	2520000	1500000	1350000	872000	2740000	1340000	1260000	1260000	1450000	1920000	2420000	2170000	1530000
MEDP0530	1850000	1060000	407000	582000	526000	904000	860000	1400000	1230000	478000	306000	409000	1310000	834000	510000	965000	468000	725000	575000	2570000	902000	1870000	2730000	506000
MEDP0535	4240000	4420000	4190000	4270000	4180000	4430000	4300000	4380000	4240000	4630000	4310000	4260000	4060000	4220000	4260000	4270000	4180000	4080000	4340000	4170000	4250000	4400000	4180000	4290000
MEDP0537	72900000	98600000	165000000	204000000	154000000	106000000	97200000	212000000	138000000	234000000	196000000	232000000	100000000	28300000	43800000	93100000	56000000	51900000	46100000	67800000	48500000	47300000	32800000	23900000
MEDP0541	201000000	194000000	202000000	211000000	235000000	197000000	182000000	170000000	220000000	233000000	213000000	249000000	143000000	143000000	151000000	233000000	177000000	147000000	116000000	147000000	251000000	146000000	189000000	225000000
MEDP0545	3760000	2970000	2210000	1760000	2540000	4110000	2180000	2230000	2010000	2770000	1050000	2140000	3030000	3480000	3600000	2030000	3380000	3250000	3830000	2820000	3590000	2290000	3270000	2860000
MEDP0550	1250000	729000	664000	308000	628000	1500000	709000	1530000	965000	886000	1100000	1050000	502000	818000	500000	1450000	393000	1520000	924000	2570000	430000	1270000	803000	478000
MEDP0574	326000	196000	151000	167000	202000	182000	152000	179000	189000	124000	150000	159000	136000	165000	222000	179000	171000	135000	135000	326000	226000	154000	159000	166000
MEDP0587	2220000	910000	711000	1210000	1680000	1420000	1520000	841000	721000	1970000	939000	1120000	1140000	277000	127000	2500000	210000	116000	150000	667000	1870000	1550000	2010000	223000
MEDP0592	101000	109000	128000	72700	95900	226000	99700	80700	67100	158000	84200	158000	56800	87300	63300	101000	68400	105000	98400	106000	92100	47900	75600	103000
MEDP0594	711000	721000	755000	499000	765000	879000	819000	791000	748000	614000	982000	727000	751000	870000	902000	706000	840000	900000	873000	696000	636000	694000	594000	886000
MEDP0598	243000	237000	168000	239000	211000	180000	240000	238000	260000	207000	226000	245000	231000	247000	263000	200000	254000	217000	232000	213000	194000	242000	211000	257000
MEDP0601	635000	363000	539000	743000	368000	913000	522000	459000	471000	736000	430000	1140000	449000	456000	427000	515000	675000	589000	346000	401000	380000	674000	675000	637000
MEDP0603	121000	118000	124000	167000	132000	96100	127000	142000	118000	33500	73900	89400	132000	188000	188000	181000	183000	151000	131000	185000	137000	107000	121000	164000
MEDP0606	615000	525000	461000	431000	718000	2220000	512000	491000	419000	1110000	790000	870000	327000	316000	290000	640000	279000	382000	243000	114000	503000	243000	342000	636000
MEDP0611	162000	148000	139000	123000	159000	155000	136000	173000	189000	145000	182000	145000	126000	124000	133000	125000	109000	96900	101000	95000	159000	113000	118000	148000
MEDP0618	2940000	13300000	1120000	10300000	6930000	3630000	5270000	1630000	3290000	7740000	1200000	1630000	2550000	3910000	3770000	1490000	2650000	2370000	290000	462000	297000	311000	371000	341000
MEDP0634	35000	158000	32900	112000	34500	44300	26200	21400	86400	23700	56600	58900	50600	41900	57700	32700	54800	96000	30700	41000	36800	45400	31500	27600
MEDP0637	10900000	4660000	4760000	6310000	10900000	8910000	7810000	9480000	8380000	15200000	12000000	13300000	2960000	5190000	6380000	5390000	4050000	2420000	6100000	1810000	2090000	1360000	1180000	8430000
MEDP0638	14500	79100	39400	43400	108000	79500	49500	45100	41900	46700	33200	42400	237000	136000	174000	154000	51900	652000	24600	110000	77600	253000	63900	32900
MEDP0653	69800	89100	60200	86600	61000	63600	43800	91400	90700	77700	90300	86500	59200	62200	79200	84800	70800	57900	66700	77300	123000	84500	58300	83000
MEDP0654	28100000	41800000	32300000	33900000	39500000	31600000	20700000	26300000	40700000	44500000	25400000	32100000	23400000	18700000	36700000	47300000	33700000	21600000	16100000	21000000	37800000	22300000	22400000	52800000
MEDP0658	3570000	3570000	4560000	4350000	3600000	4470000	3840000	4500000	4450000	4520000	3640000	4100000	4230000	3930000	3710000	4350000	3590000	4460000	3960000	3610000	3780000	4180000	3300000	4450000
MEDP0675	22900000	22500000	27200000	26300000	27700000	26500000	15100000	13100000	8850000	16500000	17600000	17000000	31300000	29200000	28900000	26500000	25700000	30300000	29700000	27500000	27200000	30000000	27300000	23800000
MEDP0688	751000	657000	660000	679000	674000	738000	734000	709000	683000	667000	658000	669000	724000	673000	705000	657000	723000	660000	693000	675000	642000	669000	700000	630000
MEDP0696	23000	37400	36800	31200	25200	18900	14000	30600	24600	18200	22600	37800	19900	26700	27000	12700	31400	33300	30900	22100	37800	24300	27200	21000
MEDP0745	1150000	1010000	1170000	1180000	1100000	1050000	1130000	1100000	1040000	1050000	1020000	1010000	1140000	1100000	1060000	990000	1060000	1150000	1080000	1060000	1120000	1170000	1210000	1080000
MEDP0752	860000000	748000000	794000000	808000000	898000000	770000000	866000000	763000000	784000000	877000000	813000000	815000000	715000000	498000000	430000000	842000000	502000000	455000000	468000000	620000000	765000000	756000000	790000000	581000000
MEDP0759	4460000	8480000	12000000	7420000	9100000	10400000	7850000	8410000	7620000	10300000	6660000	9370000	9550000	7000000	8280000	10500000	9360000	8390000	9620000	6780000	7170000	7510000	6330000	10100000
MEDP0760	146000	126000	139000	111000	189000	140000	141000	148000	169000	157000	173000	134000	147000	142000	171000	176000	136000	182000	149000	169000	135000	158000	148000	161000
MEDP0777	235000	163000	206000	223000	219000	258000	269000	177000	213000	184000	222000	217000	258000	265000	251000	214000	189000	231000	261000	198000	201000	213000	169000	194000
MEDP0789	220000	216000	220000	212000	228000	194000	204000	208000	234000	152000	193000	192000	202000	213000	165000	199000	179000	205000	197000	188000	201000	239000	187000	186000
MEDP0831	28300	36300	17000	26600	26000	25900	47500	61900	52300	62700	45100	58400	5800	14600	15800	9400	10500	5960	6800	18000	9280	14900	11000	10800
MEDP0836	164000000	152000000	143000000	194000000	186000000	174000000	124000000	159000000	211000000	202000000	148000000	208000000	190000000	153000000	203000000	216000000	209000000	209000000	207000000	181000000	185000000	201000000	194000000	224000000
MEDP0871	534000	260000	370000	221000	329000	308000	410000	602000	309000	320000	343000	414000	406000	334000	351000	309000	384000	251000	327000	302000	254000	367000	312000	373000
MEDP0876	633000	460000	608000	586000	583000	457000	195000	262000	599000	657000	206000	411000	89100	71200	116000	77600	49000	104000	85900	57000	80800	44600	58100	120000
MEDP0886	53500	46300	49000	38200	60900	79000	55100	44100	73000	74600	79400	68700	43400	34400	39900	39500	38200	42600	50000	20400	43200	17900	31700	51100
MEDP0891	593000	311000	390000	536000	487000	218000	584000	368000	352000	495000	511000	481000	242000	70900	46500	430000	67400	22400	66100	226000	205000	366000	408000	96300
MEDP0892	6050000	6040000	6290000	6040000	5920000	6120000	6140000	5880000	5930000	5890000	5970000	5850000	6090000	6160000	5910000	5860000	6120000	5900000	6150000	6500000	5810000	6030000	5740000	5880000
MEDP0894	193000	105000	105000	188000	158000	55100	277000	108000	105000	130000	103000	101000	89000	58600	76500	167000	83000	79200	109000	131000	84400	172000	180000	92200
MEDP0895	60200	151000	133000	176000	64300	68500	152000	112000	98800	94500	41700	125000	136000	110000	160000	131000	155000	129000	207000	178000	130000	107000	140000	184000
MEDP1001	82100	76200	73000	53600	78300	82400	124000	91700	79500	88900	80000	64100	58500	47000	58000	63600	85400	72900	69900	53700	84300	58000	46100	77500
MEDP1003	23700000	11000000	11000000	21200000	17200000	6770000	29800000	11800000	12100000	15800000	13300000	12000000	11600000	6840000	5040000	15000000	5510000	5890000	6180000	11800000	9140000	20500000	17400000	4830000
MEDP1010	19200	27500	45900	38500	32100	25700	29100	32000	10300	50600	11900	16800	31900	14500	10500	32200	22900	31800	22400	27800	11300	11700	7340	13700
MEDP1023	221000	106000	239000	94400	117000	90600	119000	167000	172000	204000	146000	141000	99500	75200	67800	142000	51700	54600	153000	87700	92000	98900	63200	124000
MEDP1032	906000	766000	1070000	602000	804000	558000	405000	547000	599000	1280000	615000	879000	461000	772000	464000	916000	711000	840000	701000	632000	731000	507000	648000	1010000
MEDP1033	10400000	4940000	4820000	9480000	7440000	3000000	13200000	5020000	5300000	6750000	5950000	5350000	4960000	2910000	2090000	6700000	2570000	2480000	2570000	5000000	3650000	8810000	7560000	2090000
MEDP1035	91800	94600	83800	109000	97800	93000	95300	105000	116000	96300	97800	119000	89400	77100	95600	99800	98600	95600	82600	103000	90300	102000	88400	76600
MEDP1040	191000	161000	184000	187000	262000	145000	191000	148000	111000	153000	113000	139000	98100	61900	107000	94700	74600	100000	83800	170000	65300	87800	75300	93200
MEDP1046	304000	146000	155000	84900	141000	329000	219000	264000	302000	229000	161000	188000	142000	238000	241000	153000	184000	184000	391000	215000	263000	352000	425000	253000
MEDP1060	1740000	1220000	1620000	1460000	1790000	1310000	1780000	1510000	1750000	2290000	2110000	1860000	754000	616000	542000	1380000	597000	531000	488000	534000	802000	908000	900000	1000000
MEDP1061	485000000	371000000	354000000	480000000	435000000	270000000	514000000	371000000	379000000	418000000	402000000	375000000	359000000	271000000	215000000	422000000	242000000	235000000	242000000	364000000	304000000	462000000	440000000	204000000
MEDP1062	1970000	680000	745000	1880000	1280000	195000	2690000	651000	611000	1090000	1210000	963000	717000	222000	62300	972000	234000	76700	155000	594000	529000	1740000	1680000	56700
MEDP1063	243000	322000	424000	414000	340000	504000	299000	409000	326000	533000	340000	340000	350000	286000	323000	313000	287000	264000	277000	188000	332000	141000	149000	381000
MEDP1068	1050000	2160000	2540000	2920000	2070000	1270000	2110000	2020000	2540000	3280000	2840000	2860000	2400000	674000	744000	2000000	651000	1670000	969000	1700000	915000	1280000	704000	621000
MEDP1076	26600	29800	62400	123000	95300	26900	16200	85900	42000	34300	123000	75400	91500	103000	29100	132000	77500	44600	84100	117000	109000	59300	98300	76700
MEDP1077	88500000	18100000	10000000	22900000	6000000	8000000	28500000	60000000	7870000	9610000	17300000	16300000	8390000	10400000	54300000	9420000	44000000	10800000	9110000	6240000	14200000	12300000	43600000	12100000
MEDP1080	96400	73000	47500	112000	108000	98400	73700	141000	86100	128000	138000	96200	66900	67900	42500	55000	25500	34200	40100	101000	85400	59400	50400	58500
MEDP1083	5590000	7440000	9230000	7900000	9190000	9890000	8190000	7570000	7110000	11400000	7170000	7790000	10100000	8000000	8540000	9270000	7780000	8280000	11400000	8240000	8260000	9290000	7030000	9970000
MEDP1093	12300000	16300000	24500000	19100000	24300000	24300000	24600000	18400000	14700000	28600000	18100000	18800000	36700000	29100000	29700000	35000000	26700000	24100000	40300000	34700000	34400000	32500000	27800000	38800000
MEDP1097	197000	182000	189000	216000	217000	214000	207000	186000	245000	195000	240000	244000	266000	207000	243000	225000	183000	195000	243000	237000	246000	184000	235000	220000
MEDP1126	23700000	11000000	11000000	21200000	17200000	6770000	29800000	11800000	12100000	15800000	13300000	12000000	11600000	6840000	5040000	15000000	5510000	5890000	6180000	11800000	9140000	20500000	17400000	4830000
MEDP1127	467000	378000	309000	495000	450000	188000	609000	369000	458000	445000	507000	429000	321000	90400	52600	414000	148000	154000	60200	75900	70800	256000	292000	84800
MEDP1130	6600	5180	9210	4290	4890	4940	3150	4640	7000	8620	5560	5830	8680	8960	4810	8410	7680	6270	5430	5140	5910	7450	4560	6650
MEDP1131	36000	43600	31700	183000	19000	13400	22200	85600	31300	66000	21400	43600	66800	29700	17900	16200	21500	48200	34500	17900	23200	81800	17000	18400
MEDP1132	2770000	2030000	2950000	2910000	2540000	2410000	2280000	3170000	2200000	3380000	2270000	3380000	2210000	2660000	2300000	1560000	2230000	2600000	2600000	1910000	2640000	1380000	3020000	4440000
MEDP1146	90800000	68800000	85400000	53300000	52500000	74000000	130000000	49800000	43800000	66000000	49400000	57200000	40200000	62500000	83300000	48300000	77100000	45200000	43800000	72000000	66800000	70900000	68000000	58700000
MEDP1153	164000	128000	101000	80800	120000	152000	229000	192000	141000	103000	206000	121000	167000	72600	200000	133000	76400	123000	95400	140000	84800	215000	137000	94200
MEDP1156	11700	10200	9250	11500	5670	12700	7570	10800	10700	11900	13000	3080	8610	13000	16800	7780	8190	9090	7720	6880	15300	9070	12900	12400
MEDP1162	3150000	201000	1300000	1330000	409000	380000	133000	1040000	432000	854000	2810000	2000000	184000	378000	143000	233000	171000	161000	203000	450000	429000	123000	213000	621000
MEDP1163	29500	20200	32100	33700	16000	14700	50700	53400	15500	10700	9670	17800	20000	15400	23000	6660	18200	20700	16800	23700	14300	30200	18300	19500
MEDP1165	90800000	68800000	85400000	53300000	52500000	74000000	130000000	49800000	43800000	66000000	49400000	57200000	40200000	62500000	83300000	48300000	77100000	45200000	43800000	72000000	66800000	70900000	68000000	58700000
MEDP1166	4450000	1780000	2770000	3490000	2110000	1700000	1760000	1640000	2510000	6160000	2850000	3450000	2080000	4170000	2270000	2070000	2090000	2000000	1810000	2810000	2340000	2400000	3460000	5100000
MEDP1170	5530000	4820000	4890000	5110000	4950000	5760000	5040000	4760000	4790000	4620000	4790000	5710000	5070000	4580000	4840000	4410000	4340000	5130000	4830000	4540000	4670000	4970000	4640000	4250000
MEDP1171	52000000	68200000	85300000	111000000	75000000	51400000	52000000	106000000	100000000	87200000	138000000	131000000	75000000	33100000	30000000	71200000	27800000	73400000	49100000	40800000	37100000	36700000	28900000	20400000
MEDP1177	298000000	301000000	333000000	287000000	298000000	306000000	321000000	312000000	314000000	327000000	313000000	320000000	283000000	280000000	302000000	292000000	303000000	300000000	311000000	282000000	291000000	286000000	289000000	307000000
MEDP1183	594000	587000	647000	753000	659000	1100000	557000	837000	759000	921000	477000	926000	499000	356000	1170000	803000	768000	515000	435000	495000	1020000	336000	552000	1430000
MEDP1194	69800	90000	120000	58600	80700	73000	70800	39700	90700	129000	38500	137000	94400	97700	65000	53900	90500	63400	61300	71900	77500	74000	94200	116000
MEDP1196	369000	646000	141000	410000	425000	597000	402000	141000	253000	660000	158000	179000	57100	62500	183000	94000	180000	99100	58200	154000	73300	78800	105000	113000
MEDP1197	18800000	9	31600000	28800000	31400000	33600000	26900000	25800000	24300000	35300000	25500000	25600000	34100000	27700000	30100000	31800000	1950000	29500000	38000000	29000000	28800000	814000	23900000	32900000
MEDP1201	838000	981000	1630000	732000	1650000	1510000	829000	520000	855000	1460000	663000	1240000	438000	670000	564000	1470000	522000	976000	427000	565000	1160000	841000	866000	1010000
MEDP1202	144000	62200	53700	90400	27600	54900	1160000	183000	35700	80100	104000	74200	128000	54500	107000	43700	149000	52400	50700	28200	132000	54400	132000	99500
MEDP1218	180000	190000	166000	133000	208000	447000	161000	232000	218000	327000	225000	244000	277000	282000	409000	234000	343000	343000	322000	104000	335000	75000	114000	533000
MEDP1221	162000000	165000000	280000000	279000000	232000000	170000000	215000000	354000000	228000000	304000000	363000000	312000000	257000000	74200000	121000000	207000000	132000000	108000000	154000000	151000000	129000000	133000000	102000000	56900000
MEDP1228	7240000	3540000	6660000	6130000	3240000	4320000	5460000	8190000	4850000	10900000	4150000	5820000	7920000	4910000	5050000	4990000	4100000	5090000	9030000	6050000	4140000	9	6550000	6480000
MEDP1231	112000	114000	40500	123000	94800	75500	68700	69900	50600	231000	127000	220000	67300	64400	30200	148000	83500	82100	53400	58700	49700	52300	117000	108000
MEDP1242	563000	535000	583000	593000	703000	740000	686000	733000	502000	512000	498000	509000	684000	658000	644000	714000	399000	426000	365000	417000	582000	667000	678000	650000
MEDP1246	498000	417000	566000	277000	730000	386000	141000	556000	510000	776000	488000	501000	121000	160000	62500	458000	104000	368000	167000	116000	118000	116000	153000	224000
MEDP1247	461000	415000	545000	578000	539000	337000	489000	537000	476000	485000	561000	613000	498000	380000	502000	480000	585000	479000	413000	536000	473000	585000	502000	565000
MEDP1272	39600000	43100000	81200000	82900000	63000000	43700000	56600000	115000000	63800000	94300000	120000000	94000000	74800000	17300000	30000000	57000000	31400000	27600000	38800000	37700000	30600000	33200000	23300000	12500000
MEDP1273	5170000	5180000	8220000	7290000	7350000	6400000	5220000	10400000	5070000	8180000	11300000	7960000	8880000	3990000	5560000	6550000	4390000	7440000	5430000	5560000	4620000	5320000	4040000	2770000
MEDP1289	1240000	5110000	456000	2250000	2890000	1000000	576000	430000	285000	1460000	227000	277000	732000	2240000	775000	534000	1020000	458000	175000	390000	410000	184000	239000	341000
MEDP1295	140000	222000	167000	164000	298000	411000	216000	167000	185000	165000	102000	130000	332000	224000	256000	215000	157000	155000	230000	121000	331000	167000	114000	337000
MEDP1304	106000	101000	104000	119000	88000	115000	92000	108000	103000	92900	96200	88700	96700	92900	111000	104000	96000	106000	107000	116000	93700	85000	96800	91100
MEDP1307	150000	27400	39100	42200	43200	49500	39800	32600	40700	43600	61100	43800	55700	23400	24600	52000	30000	23800	31800	42700	21400	59300	51000	27100
MEDP1314	4950000	4840000	3770000	5030000	5460000	5550000	4690000	4860000	5180000	4190000	5130000	5200000	4570000	4710000	4990000	5130000	4990000	5750000	5270000	5060000	5320000	5100000	4890000	4100000
MEDP1316	321000	160000	229000	235000	272000	187000	161000	196000	224000	213000	189000	328000	216000	215000	264000	217000	127000	271000	220000	169000	185000	245000	206000	229000
MEDP1317	321000	160000	229000	235000	272000	187000	161000	196000	224000	213000	189000	328000	216000	215000	264000	217000	127000	271000	220000	169000	185000	245000	206000	229000
MEDP1318	4590000	7640000	11600000	16100000	12700000	4880000	8930000	10600000	11500000	11300000	21900000	14000000	7340000	3870000	4610000	8780000	3210000	4600000	2690000	3950000	3410000	5680000	2770000	2030000
MEDP1319	4590000	7640000	11600000	16100000	12700000	4880000	8930000	10600000	11500000	11300000	21900000	14000000	7340000	3870000	4610000	8780000	3210000	4600000	2690000	3950000	3410000	5680000	2770000	2030000
MEDP1321	20200000	19500000	35800000	60100000	33600000	16500000	31400000	37800000	45300000	37800000	65800000	51800000	25100000	11700000	17600000	25800000	8870000	15000000	9390000	14000000	12000000	18000000	12900000	9310000
MEDP1322	105000000	147000000	182000000	233000000	206000000	106000000	211000000	189000000	217000000	180000000	231000000	195000000	150000000	63200000	75100000	147000000	58100000	111000000	77400000	106000000	69500000	99000000	55200000	35300000
MEDP1325	4670000	2050000	3590000	3420000	2990000	3350000	1780000	2110000	3130000	3530000	3220000	3150000	2120000	3670000	2500000	2990000	2870000	2060000	2210000	2910000	2540000	2860000	4630000	4780000
MEDP1326	51100000	70400000	77500000	117000000	73100000	50900000	46100000	98700000	105000000	84000000	136000000	128000000	79500000	37200000	33600000	69000000	27700000	79700000	51300000	45900000	40500000	40800000	31500000	20400000
MEDP1328	36100000	43600000	65900000	82300000	54300000	24400000	39300000	72000000	55200000	59800000	74700000	86900000	45300000	25700000	40500000	42200000	20500000	34300000	32500000	44700000	33300000	34100000	21300000	18100000
MEDP1330	36100000	43600000	65900000	82300000	54300000	24400000	39300000	72000000	55200000	59800000	74700000	86900000	45300000	25700000	40500000	42200000	20500000	34300000	32500000	44700000	33300000	34100000	21300000	18100000
MEDP1331	2480000	3070000	5890000	5890000	7280000	1610000	2700000	4710000	5500000	4620000	5530000	6750000	3890000	1760000	4000000	4010000	1570000	1640000	1340000	2630000	1850000	2340000	1570000	1130000
